authors,citations,documentType,publication,title,type,year,h-index,i10-index,total citations,department,total citations 
IA Elshaer,14,PDF,Administrative Sciences,Green human resource management and brand citizenship behavior in the hotel industry: Mediation of organizational pride and individual green values as aÂ Â,ARTICLE,2023.0,,,,Manegement,
IA Elshaer,29,PDF,Sustainability,E-learning experience in higher education amid covid-19: Does gender really matter in a gender-segregated culture?,ARTICLE,2022.0,,,,Manegement,
IA Elshaer,14,PDF,Administrative Â,Enhancing innovation performance in the hotel industry: the role of employee empowerment and quality management practices,ARTICLE,2023.0,,,,Manegement,
IA Elshaer,52,,Tourism Management Perspectives,Justice and trust's role in employees' resilience and business' continuity: Evidence from Egypt,ARTICLE,2020.0,,,,Manegement,
IA Elshaer,30,,Tourism Review,Entrepreneurial resilience and business continuity in the tourism and hospitality industry: The role of adaptive performance and institutional orientation,ARTICLE,2022.0,,,,Manegement,
IA Elshaer,11,HTML,Frontiers in Â,Unleashing environmental performance: The impact of green entrepreneurial motivation on small enterprises,HTML,2023.0,,,,Manegement,
IA Elshaer,11,PDF,European Journal of Â,Environmentally specific servant leadership and brand citizenship behavior: the role of green-crafting behavior and employee-perceived meaningful work,ARTICLE,2023.0,,,,Manegement,
IA Elshaer,15,PDF,Sustainability,Born to be green: antecedents of green entrepreneurship intentions among higher education students,ARTICLE,2023.0,,,,Manegement,
IA Elshaer,25,PDF,Mathematics,"Risk-taking, financial knowledge, and risky investment intention: expanding theory of planned behavior using a moderating-mediating model",ARTICLE,2023.0,,,,Manegement,
IA Elshaer,15,PDF,Sustainability,Born not made: the impact of six entrepreneurial personality dimensions on entrepreneurial intention: evidence from healthcare higher education students,ARTICLE,2023.0,,,,Manegement,
IA Elshaer,22,PDF,Mathematics,Measuring the Mediating Roles of E-Trust and E-Satisfaction in the Relationship between E-Service Quality and E-Loyalty: A Structural Modeling Approach,ARTICLE,2022.0,,,,Manegement,
IA Elshaer,7,PDF,Sustainability,Improving social performance through innovative small green businesses: Knowledge sharing and green entrepreneurial intention as antecedents,ARTICLE,2023.0,,,,Manegement,
IA Elshaer,15,PDF,International Journal of Â,Environmental transformational leadership and green innovation in the hotel industry: two moderated mediation analyses,ARTICLE,2022.0,,,,Manegement,
IA Elshaer,16,PDF,Mathematics,Green human resources and innovative performance in small-and medium-sized tourism enterprises: a mediation model using PLS-SEM data analysis,ARTICLE,2023.0,,,,Manegement,
IA Elshaer,19,PDF,International Journal of Environmental Â,"Authenticity, involvement, and nostalgia in heritage hotels in the era of digital technology: A moderated meditation model",ARTICLE,2022.0,,,,Manegement,
IA Elshaer,56,PDF,Instability and Tourism,Political instability and tourism in Egypt: Exploring survivors' attitudes after downsizing,ARTICLE,2020.0,,,,Manegement,
IA Elshaer,14,PDF,Sustainability,"Learning from failure: Building resilience in small-and medium-sized tourism enterprises, the role of servant leadership and transparent communication",ARTICLE,2022.0,,,,Manegement,
IA Elshaer,7,PDF,European Journal of Investigation in Health Â,Mental health of tourism employees post COVID-19 pandemic: A test of antecedents and moderators,ARTICLE,2023.0,,,,Manegement,
IA Elshaer,15,PDF,International Journal of Environmental Â,Underdog environmental expectations and environmental organizational citizenship behavior in the hotel industry: Mediation of desire to prove others wrong andÂ Â,ARTICLE,2022.0,,,,Manegement,
IA Elshaer,17,PDF,International Journal of Â,"Before and Amid COVID-19 Pandemic, Self-Perception of Digital Skills in Saudi Arabia Higher Education: A Longitudinal Study",ARTICLE,2022.0,,,,Manegement,
IA Elshaer,6,PDF,International Journal of Â,The impact of social loafing on turnover intention for tourism employees post COVID-19: The mediating role of mental health,ARTICLE,2023.0,,,,Manegement,
IA Elshaer,9,PDF,International Journal of Â,Examining learning experience and satisfaction of accounting students in higher education before and amid COVID-19,ARTICLE,2022.0,,,,Manegement,
IA Elshaer,14,PDF,International Journal of Environmental Â,Positive humor and work withdrawal behaviors: the role of stress coping styles in the hotel industry amid COVID-19 pandemic,ARTICLE,2022.0,,,,Manegement,
IA Elshaer,8,PDF,Agriculture,Who Is Going Green? Determinants of Green Investment Intention in the Saudi Food Industry,ARTICLE,2023.0,,,,Manegement,
IA Elshaer,14,PDF,Mathematics,Determinants of investment awareness: A moderating structural equation modeling-based model in the Saudi Arabian Context,ARTICLE,2022.0,,,,Manegement,
IA Elshaer,5,HTML,Journal of Open Â,The impact of work-related ICT use on perceived injustice: exploring the effects of work role overload and psychological detachment,HTML,2024.0,,,,Manegement,
IA Elshaer,47,PDF,The Service Industries Â,Competing models of quality management and financial performance improvement,ARTICLE,2021.0,,,,Manegement,
IA Elshaer,5,PDF,Heliyon,Front-line hotel employees mental health and quality of life post COVID-19 pandemic: The role of coping strategies,PDF,2023.0,,,,Manegement,
IA Elshaer,14,PDF,Horticulturae,Sustainable Horticulture Practices to Predict Consumer Attitudes towards Green Hotel Visit Intention: Moderating the Role of an Environmental Gardening Identity,ARTICLE,2022.0,,,,Manegement,
IA Elshaer,10,PDF,International Journal of Â,Adopting an extended theory of planned behaviour to examine buying intention and behaviour of nutrition-labelled menu for healthy food choices in quick serviceÂ Â,ARTICLE,2023.0,,,,Manegement,
IA Elshaer,5,PDF,Administrative Â,"Examining the relationship between green mindfulness, spiritual intelligence, and environmental self identity: unveiling the path to green entrepreneurial intention",ARTICLE,2023.0,,,,Manegement,
IA Elshaer,47,,Journal of Hospitality Marketing & Â,Organizational politics and validity of layoff decisions: Mediating role of distributive justice of performance appraisal,ARTICLE,2017.0,,,,Manegement,
IA Elshaer,14,PDF,International Journal of Â,Influences of distributive injustice and job insecurity amid COVID-19 on unethical pro-organisational behaviour: Mediating role of employee turnover intention,ARTICLE,2022.0,,,,Manegement,
IA Elshaer,17,PDF,Â Journal of Environmental Research and Public Â,FLOWER: An approach for enhancing e-learning experience amid COVID-19,ARTICLE,2022.0,,,,Manegement,
IA Elshaer,12,PDF,Agriculture,Agritourism and peer-to-peer accommodation: A moderated mediation model,ARTICLE,2022.0,,,,Manegement,
IA Elshaer,21,PDF,Agriculture,"I think I can, I think I can: Effects of entrepreneurship orientation on entrepreneurship intention of Saudi agriculture and food sciences graduates",ARTICLE,2022.0,,,,Manegement,
IA Elshaer,12,PDF,Mathematics,Structural equation modeling-based multi-group analysis: examining the role of gender in the link between entrepreneurship orientation and entrepreneurial intention,ARTICLE,2022.0,,,,Manegement,
IA Elshaer,4,PDF,Sustainability,Farm-to-Fork and Sustainable Agriculture Practices: Perceived Economic Benefit as a Moderator and Environmental Sustainability as a Mediator,ARTICLE,2023.0,,,,Manegement,
IA Elshaer,9,PDF,Sustainability,University Incubator support and entrepreneurial intention among tourism graduates: Mediating role of personal attitude,ARTICLE,2022.0,,,,Manegement,
IA Elshaer,13,PDF,Mathematics,"Amid COVID-19 pandemic, entrepreneurial resilience and creative performance with the mediating role of institutional orientation: a quantitative investigation usingÂ Â",ARTICLE,2022.0,,,,Manegement,
IA Elshaer,4,PDF,Sustainability,A Novel Framework of Public Risk Assessment Using an Integrated Approach Based on AHP and Psychometric Paradigm,ARTICLE,2023.0,,,,Manegement,
IA Elshaer,10,PDF,Mathematics,Antecedents of risky financial investment intention among higher education students: A mediating moderating model using structural equation modeling,ARTICLE,2023.0,,,,Manegement,
IA Elshaer,9,PDF,Mathematics,Post-COVID-19 family micro-business resources and agritourism performance: a two-mediated moderated quantitative-based model with a PLS-SEM data analysisÂ Â,ARTICLE,2023.0,,,,Manegement,
IA Elshaer,13,PDF,International Journal of Â,Perceived risk of job instability and unethical organizational behaviour amid the COVID-19 pandemic: The role of family financial pressure and distributive injustice inÂ Â,ARTICLE,2022.0,,,,Manegement,
IA Elshaer,17,PDF,Sustainability,Influence of cities-based entertainment on tourist satisfaction: Mediating roles of destination image and experience quality,ARTICLE,2021.0,,,,Manegement,
IA Elshaer,10,PDF,Sustainability,"Amid the COVID-19 pandemic, social media usage and food waste intention: the role of excessive buying behavior and religiosity",ARTICLE,2022.0,,,,Manegement,
IA Elshaer,3,PDF,Sustainability,"Enhancing green electronic word-of-mouth in the Saudi tourism industry: an integration of the ability, motivation, and opportunity and planned behaviour theories",ARTICLE,2023.0,,,,Manegement,
IA Elshaer,10,PDF,Energies,Social disconnectedness and career advancement impact on performance: The role of employees' satisfaction in the energy sector,ARTICLE,2022.0,,,,Manegement,
IA Elshaer,10,PDF,Sustainability,Adaptive reuse of heritage houses and hotel conative loyalty: digital technology as a moderator and memorable tourism and hospitality experience as a mediator,ARTICLE,2022.0,,,,Manegement,
IA Elshaer,7,PDF,Agriculture,The Impact of Gender on the Link between Personality Traits and Entrepreneurial Intention: Implications for Sustainable Agriculture,ARTICLE,2023.0,,,,Manegement,
IA Elshaer,9,PDF,International Journal of Environmental Â,Unethical organization behavior: Antecedents and consequences in the tourism industry,ARTICLE,2022.0,,,,Manegement,
IA Elshaer,8,PDF,Mathematics,Dimensionality Analysis of Entrepreneurial Resilience amid the COVID-19 Pandemic: Comparative Models with Confirmatory Factor Analysis and Structural EquationÂ Â,ARTICLE,2022.0,,,,Manegement,
IA Elshaer,7,PDF,Electronics,Educators' utilizing one-stop mobile learning approach amid global health emergencies: Do technology acceptance determinants matter?,ARTICLE,2023.0,,,,Manegement,
IA Elshaer,2,PDF,Sustainability,Greenwashing Behavior in Hotels Industry: The Role of Green Transparency and Green Authenticity,ARTICLE,2024.0,,,,Manegement,
IA Elshaer,8,PDF,International Journal of Â,"An unethical organizational behavior for the sake of the family: perceived risk of job insecurity, family motivation and financial pressures",ARTICLE,2022.0,,,,Manegement,
IA Elshaer,10,PDF,Journal of Risk and Financial Â,The impact of women's empowerment on their entrepreneurship intention in the Saudi food industry,ARTICLE,2022.0,,,,Manegement,
IA Elshaer,7,PDF,Â journal of environmental research and public Â,Physical Activities and Learning Experience of Higher Education Students: Mediating Role of Quality of Life and Physical Self-Esteem,ARTICLE,2022.0,,,,Manegement,
IA Elshaer,10,PDF,Sustainability,Developing a measurement scale of opposition in tourism public-private partnerships projects,ARTICLE,2021.0,,,,Manegement,
IA Elshaer,3,PDF,Â Journal of Environmental Research and Public Â,"Before and during the COVID-19 pandemic, physical fitness association with mental health among higher education students: A multi-group analysis model",ARTICLE,2022.0,,,,Manegement,
IA Elshaer,20,PDF,Total Quality Management & Business Â,Testing the dimensionality of the quality management construct,ARTICLE,2016.0,,,,Manegement,
IA Elshaer,8,,Journal of Destination Marketing & Â,Relational risk and public-private partnership performance: An institutional perspective,ARTICLE,2021.0,,,,Manegement,
IA Elshaer,6,,International Journal of Â,THE IMPACT OF SPIRITUAL LEADERSHIP ON EMPLOYEES'SATISFACTION: MEDIATING ROLE OF EMPLOYEES'COMMITMENT,ARTICLE,2021.0,,,,Manegement,
IA Elshaer,11,HTML,Journal of Open Â,Can cognitive capital sustain customer satisfaction? The mediating effects of employee self-efficacy,HTML,2020.0,,,,Manegement,
IA Elshaer,2,PDF,International Journal of Â,Internal green marketing orientation and business performance: The role of employee environmental commitment and green organizational identity,ARTICLE,2024.0,,,,Manegement,
IA Elshaer,2,PDF,Sustainability,Come and Gone! Psychological Resilience and Organizational Resilience in Tourism Industry Post COVID-19 Pandemic: The Role of Life Satisfaction,ARTICLE,2024.0,,,,Manegement,
IA Elshaer,0,PDF,Sustainability,"Understanding the Nexus between Social Commerce, Green Customer Citizenship, Eco-Friendly Behavior and Staying in Green Hotels",ARTICLE,2024.0,,,,Manegement,
IA Elshaer,0,PDF,European Journal of Â,Examining Students' Acceptance and Use of ChatGPT in Saudi Arabian Higher Education,ARTICLE,2024.0,,,,Manegement,
IA Elshaer,0,PDF,Cogent Business & Â,Green human resource management practices and environmental performance: the mediating role of job satisfaction and pro-environmental behavior,ARTICLE,2024.0,,,,Manegement,
IA Elshaer,0,PDF,Heritage,Heritage Tourism Resilience and Sustainable Performance Post COVID-19: Evidence from Hotels Sector,ARTICLE,2024.0,,,,Manegement,
IA Elshaer,2,PDF,Cogent Psychology,Social-psychological risk perception impacts on job insecurity and turnover intention: a mediation model using PLS-SEM technique,ARTICLE,2024.0,,,,Manegement,
IA Elshaer,0,PDF,Heritage,Residents' Environmentally Responsible Behavior and Tourists' Sustainable Use of Cultural Heritage: Mediation of Destination Identification and Self-Congruity as aÂ Â,ARTICLE,2024.0,,,,Manegement,
IA Elshaer,4,,International Journal of Â,"Examining the relationship among counterfeit product, consumer buying behavior, and sustainable tourism development",ARTICLE,2021.0,,,,Manegement,
IA Elshaer,6,,,The relationship between quality management and competitive advantage: an empirical study of the Egyptian hotel industry,CITATION,2012.0,,,,Manegement,
IA Elshaer,0,PDF,Journal of Law and Sustainable Development,Investment in The Sports Industry In Saudi Arabia and Its Impact on the Quality of Life of Football Fans,ARTICLE,2023.0,,,,Manegement,
IA Elshaer,0,PDF,Mathematics,Modeling Negotiating Abilities in the Construction Sector: A Proposed Mathematical Model Using the Confirmatory Factor Analysis Method,ARTICLE,2023.0,,,,Manegement,
ASB Samma,58,PDF,"World Academy of Science, Engineering and Â",Adaptation of k-means algorithm for image segmentation,PDF,2009.0,5.0,4.0,126.0,Manegement Information Systems,
ASB Samma,11,,2010 Seventh International Â,Combining boundary and skeleton information for convex and concave points detection,ARTICLE,2010.0,,,,Manegement Information Systems,
ASB Samma,3,PDF,International Journal of Computer and Â,Enhancement of shape description and representation by slope,PDF,2009.0,,,,Manegement Information Systems,
ASB Samma,0,,Â International Conference on Â,Enhancement of background subtraction approach for image segmentation,ARTICLE,2010.0,,,,Manegement Information Systems,
K Chebbi,79,PDF,The Quarterly Review of Economics and Â,The COVID-19 pandemic and stock liquidity: Evidence from S&P 500,ARTICLE,2021.0,9.0,9.0,306.0,Finance,
K Chebbi,9,,International Review of Financial Analysis,How does the COVID-19 pandemic shape the relationship between Twitter sentiment and stock liquidity of US firms?,ARTICLE,2023.0,,,,Finance,
K Chebbi,47,,Available at SSRN 3612141,The impact of COVID-19 on exchange rate volatility: Evidence through GARCH model,ARTICLE,2020.0,,,,Finance,
K Chebbi,5,PDF,Sustainability,Exploring the interplay between sustainability and debt costs in an emerging market: does financial distress matter?,ARTICLE,2023.0,,,,Finance,
K Chebbi,31,PDF,Sustainability,Board composition and ESG disclosure in Saudi Arabia: The moderating role of corporate governance reforms,ARTICLE,2022.0,,,,Finance,
K Chebbi,10,PDF,Sustainability,"Unveiling the connection among ESG, earnings management, and financial distress: Insights from an emerging market",ARTICLE,2023.0,,,,Finance,
K Chebbi,35,PDF,International Journal of Financial Â,The impact of environmental sustainability disclosure on stock return of Saudi listed firms: The moderating role of financial constraints,ARTICLE,2021.0,,,,Finance,
K Chebbi,2,PDF,Gestion 2000,ReprÃ©sentation des femmes au conseil d'administration et performance sociÃ©tale de l'entreprise: existe-t-il un lien?,ARTICLE,2018.0,,,,Finance,
K Chebbi,23,PDF,International Journal of Innovation Â,Women on the board and environmental sustainability reporting: Evidence from France,PDF,2020.0,,,,Finance,
K Chebbi,23,PDF,The Quarterly Review of Economics and Â,Top management inside debt and corporate social responsibility? Evidence from the US,ARTICLE,2020.0,,,,Finance,
K Chebbi,7,HTML,Research in International Â,The ripple effects of CBDC-related news on Bitcoin returns: Insights from the DCC-GARCH model,HTML,2023.0,,,,Finance,
K Chebbi,2,,Environmental Science and Â,Assessing the role of green supply chain management in enhancing Pakistan manufacturers' performances,ARTICLE,2023.0,,,,Finance,
K Chebbi,11,,The Journal of Asian Finance Â,Does investor sentiment influence stock Price crash risk? Evidence from Saudi Arabia,ARTICLE,2022.0,,,,Finance,
K Chebbi,1,PDF,Studies in Economics and Â,Feedback trading in the cryptocurrency market,ARTICLE,2024.0,,,,Finance,
K Chebbi,16,,Journal of Applied Accounting Â,CEO inside debt and the value of excess cash,ARTICLE,2018.0,,,,Finance,
K Chebbi,0,PDF,Financial Innovation,Do US states' responses to COVID-19 restore investor sentiment? Evidence from S&P 500 financial institutions,ARTICLE,2024.0,,,,Finance,
K Chebbi,2,PDF,Sustainable Development,"Examining the interplay of sustainable development, corporate governance, and stock Price crash risk: Insights from ESG practices",ARTICLE,2024.0,,,,Finance,
AG Benahmed?,202,HTML,Clinical ?,Interrelations between COVID-19 and other disorders,ARTICLE,2021.0,5.0,5.0,138.0,Economics,
AG Benahmed?,125,HTML,Clinical ?,Micronutrients as immunomodulatory tools for COVID-19 management,ARTICLE,2020.0,,,,Economics,
AG Benahmed,75,,Anaerobe,Association between the gut and oral microbiome with obesity,ARTICLE,2021.0,,,,Economics,
AG Benahmed?,47,HTML,Clinical ?,The microbiota-mediated dietary and nutritional interventions for COVID-19,ARTICLE,2021.0,,,,Economics,
AG Benahmed?,50,,Current medicinal ?,"Relationship between gut microbiota, gut hyperpermeability and obesity",ARTICLE,2021.0,,,,Economics,
SE Sorour,45,PDF,IEEE Access,An efficient data mining technique for assessing satisfaction level with online learning for higher education students during the COVID-19,ARTICLE,2022.0,13.0,15.0,482.0,Manegement Information Systems,
SE Sorour,59,PDF,Journal of Information Â,A predictive model to evaluate student performance,ARTICLE,2015.0,,,,Manegement Information Systems,
SE Sorour,47,PDF,International Educational Data Mining Â,Predicting Student Grade Based on Free-Style Comments Using Word2Vec and ANN by Considering Prediction Results Obtained in Consecutive Lessons.,ARTICLE,2015.0,,,,Manegement Information Systems,
SE Sorour,41,PDF,Journal of Educational Technology & Society,Comment data mining to estimate student performance considering consecutive lessons,ARTICLE,2017.0,,,,Manegement Information Systems,
SE Sorour,4,HTML,Journal of King Saud Â,Classification of Alzheimer's disease using MRI data based on Deep Learning Techniques,HTML,2024.0,,,,Manegement Information Systems,
SE Sorour,14,,Â Journal of Innovation Â,Study on the influencing factors of the flexibility of university IT management in Education 4.0,ARTICLE,2021.0,,,,Manegement Information Systems,
SE Sorour,8,PDF,J. Theor. Appl. Inf. Technol,AFND: Arabic fake news detection with an ensemble deep CNN-LSTM model,PDF,2022.0,,,,Manegement Information Systems,
SE Sorour,15,PDF,"Computers, Materials, & Â",A hybrid virtual cloud learning model during the covid-19 pandemic,PDF,2021.0,,,,Manegement Information Systems,
SE Sorour,34,PDF,2014 IEEE Frontiers in Â,Predicting students' grades based on free style comments data by artificial neural network,ARTICLE,2014.0,,,,Manegement Information Systems,
SE Sorour,1,PDF,Plos one,Henry gas solubility optimization double machine learning classifier for neurosurgical patients,ARTICLE,2023.0,,,,Manegement Information Systems,
SE Sorour,22,,2014 IIAI 3rd Â,Comments data mining for evaluating student's performance,ARTICLE,2014.0,,,,Manegement Information Systems,
SE Sorour,18,,2016 5th IIAI International Congress on Â,Building an interpretable model of predicting student performance using comment data mining,ARTICLE,2016.0,,,,Manegement Information Systems,
SE Sorour,18,PDF,Journal of information processing,Evaluation of effectiveness of time-series comments by using machine learning techniques,ARTICLE,2015.0,,,,Manegement Information Systems,
SE Sorour,20,,2015 IIAI 4th International Â,Estimation of student performance by considering consecutive lessons,ARTICLE,2015.0,,,,Manegement Information Systems,
SE Sorour,1,HTML,International Journal of Â,A Deep Learning System for Detecting Cardiomegaly Disease Based on CXR Image,HTML,2024.0,,,,Manegement Information Systems,
SE Sorour,1,PDF,IEEE Â,An Automatic Dermatology Detection System Based on Deep Learning and Computer Vision,ARTICLE,2023.0,,,,Manegement Information Systems,
SE Sorour,13,,2015 IEEE 15th Â,Correlation of grade prediction performance with characteristics of lesson subject,ARTICLE,2015.0,,,,Manegement Information Systems,
SE Sorour,0,PDF,Education and Information Technologies,Classification-driven intelligent system for automated evaluation of higher education exam paper quality,ARTICLE,2024.0,,,,Manegement Information Systems,
SE Sorour,13,PDF,Proceedings of the 6th Â,Efficiency of LSA and K-means in predicting students' Academic performance based on their comments data,ARTICLE,2014.0,,,,Manegement Information Systems,
SE Sorour,3,HTML,Journal of King Saud Â,An analytical code quality methodology using latent dirichlet allocation and convolutional neural networks,HTML,2022.0,,,,Manegement Information Systems,
SE Sorour,9,,"Â Conference, AIED 2015, Madrid, Spain, June Â",Student performance estimation based on topic models considering a range of lessons,ARTICLE,2015.0,,,,Manegement Information Systems,
SE Sorour,8,PDF,Advances in Web-Based Â,Prediction of students' grades based on free-style comments data,ARTICLE,2014.0,,,,Manegement Information Systems,
SE Sorour,7,,2016 IEEE Frontiers in Â,Teacher interventions to enhance the quality of student comments and their effect on prediction performance,ARTICLE,2016.0,,,,Manegement Information Systems,
SE Sorour,6,,Advances in Web-Based Â,Understandable prediction models of student performance using an attribute dictionary,ARTICLE,2016.0,,,,Manegement Information Systems,
SE Sorour,5,,Proceedings of the Australasian Computer Science Â,Exploring students' learning attributes in consecutive lessons to improve prediction performance,ARTICLE,2016.0,,,,Manegement Information Systems,
SE Sorour,1,PDF,International Journal of Computer Â,A recommender system to distin-guish between students' levels and evaluate their attitudes,PDF,2017.0,,,,Manegement Information Systems,
SE Sorour,0,PDF,,Computer and Information Sciences,PDF,2022.0,,,,Manegement Information Systems,
SE Sorour,0,PDF,Computers in Education Journal,The Effect of An Automatic Feedback System on Students' Comments to Improve their Performance.,PDF,2020.0,,,,Manegement Information Systems,
SE Sorour,0,HTML,coed.asee.org,ASEE's Computers in Education Journal,HTML,,,,,Manegement Information Systems,
SE Sorour,0,,"Â ÃÃ¡Ã¤Ã¦ÃÃ­Ã Ã¦ ÃÃ¡ÃÂÃ¤Ã¦Ã¡Ã¦ÃÃ­Ã ÃÃÃ¦Ã ÃÃ¡Ã£Ã­Ã Ã¦ Â, 2019Ã½",,CITATION,,,,,Manegement Information Systems,
SE Sorour,2,,LL/!! L LL! L!! L,Comments Data Mining for Evaluating Student's Performance.Â t LL,CITATION,2014.0,,,,Manegement Information Systems,
NAA Abdelwahed,102,HTML,Asia Pacific Management Review,Predicting employee performance through transactional leadership and entrepreneur's passion among the employees of Pakistan,HTML,2023.0,11.0,12.0,497.0,Manegement,
NAA Abdelwahed,39,PDF,Sustainability,"Organizational environmental culture, environmental sustainability and performance: the mediating role of green HRM and green innovation",ARTICLE,2022.0,,,,Manegement,
NAA Abdelwahed,38,,Journal of Economic and Â,Intention to adopt cryptocurrency: a robust contribution of trust and the theory of planned behavior,ARTICLE,2022.0,,,,Manegement,
NAA Abdelwahed,22,PDF,Societies,Developing employee productivity and performance through work engagement and organizational factors in an educational society,ARTICLE,2023.0,,,,Manegement,
NAA Abdelwahed,18,PDF,Kybernetes,The role of digital technology and digital innovation towards firm performance in a digital economy,ARTICLE,2024.0,,,,Manegement,
NAA Abdelwahed,7,PDF,Journal of Small Â,Green entrepreneurship in Saudi Arabia: shaping the landscape of the greener economy,ARTICLE,2023.0,,,,Manegement,
NAA Abdelwahed,54,PDF,International Journal of Â,The influence of demographic factors on the business success of entrepreneurs: An empirical study from the small and medium-sized enterprises context ofÂ Â,PDF,2019.0,,,,Manegement,
NAA Abdelwahed,17,PDF,Education+ Training,Attitudes and intentions towards the adoption of mobile learning during COVID-19: building an exciting career through vocational education,ARTICLE,2022.0,,,,Manegement,
NAA Abdelwahed,5,PDF,Education+ Â,Leading towards the students' career development and career intentions through using multidimensional soft skills in the digital age,ARTICLE,2023.0,,,,Manegement,
NAA Abdelwahed,10,,South Asian Journal of Â,Developing the relationship between corporate cultural factors and employees' organizational commitment via self-efficacy,ARTICLE,2023.0,,,,Manegement,
NAA Abdelwahed,6,PDF,Sustainability,Developing female sustainable entrepreneurial intentions through an entrepreneurial mindset and motives,ARTICLE,2023.0,,,,Manegement,
NAA Abdelwahed,13,PDF,Sustainability,"Women, entrepreneurship, and sustainability: the case of Saudi Arabia",ARTICLE,2022.0,,,,Manegement,
NAA Abdelwahed,46,PDF,International Journal of Â,IMPACT OF SOCIAL NETWORKING SITES'USE ON ENTREPRENEURIAL INTENTION AMONG UNDERGRADUATE BUSINESS STUDENTS: THE CASE OFÂ Â,PDF,2018.0,,,,Manegement,
NAA Abdelwahed,8,PDF,International Journal of Â,Effect of institutional support and entrepreneurial knowledge on women's entrepreneurial self-efficacy and venture performance in a developing country,ARTICLE,2023.0,,,,Manegement,
NAA Abdelwahed,2,,International Journal of Â,Orientation and absorptive capacity towards sustainability: a missing link between sustainability and performance,ARTICLE,2023.0,,,,Manegement,
NAA Abdelwahed,2,PDF,Social Responsibility Â,"Developing environmental performance through sustainable practices, environmental CSR and behavioural intentions: an online approach during the COVID-19Â Â",ARTICLE,2024.0,,,,Manegement,
NAA Abdelwahed,11,PDF,International Journal of Â,"Factors affecting online learning, stress and anxiety during the COVID-19 pandemic in Saudi Arabia",ARTICLE,2023.0,,,,Manegement,
NAA Abdelwahed,9,PDF,Sustainability,Developing entrepreneurial sustainability among Saudi Arabia's university students,ARTICLE,2022.0,,,,Manegement,
NAA Abdelwahed,8,PDF,Sustainability,Environmental challenges and green innovation strategy: A vigorous development of greener dynamics,ARTICLE,2022.0,,,,Manegement,
NAA Abdelwahed,3,PDF,Risks,"The COVID-19 Crises: The threats, uncertainties and risks in entrepreneurial development",ARTICLE,2023.0,,,,Manegement,
NAA Abdelwahed,9,PDF,Â of Environmental Quality Â,Climate change and pro-environmental behaviours: the significant environmental challenges of livelihoods,ARTICLE,2022.0,,,,Manegement,
NAA Abdelwahed,15,PDF,Heliyon,"Determining employee satisfaction, intrapreneurship and firm growth among managers of Pakistan",PDF,2022.0,,,,Manegement,
NAA Abdelwahed,4,PDF,Journal of Science and Â,Entrepreneurship barriers faced by Pakistani female students in relation to their entrepreneurial inclinations and entrepreneurial success,ARTICLE,2024.0,,,,Manegement,
NAA Abdelwahed,1,,International Journal of Â,The achievement of sustainable development and business success through rational management decision-making in a circular economy,ARTICLE,2023.0,,,,Manegement,
NAA Abdelwahed,1,PDF,International Journal of Â,Forecasting turnover intention: an analysis of psychological factors and perceived organizational support among healthcare professionals,ARTICLE,2023.0,,,,Manegement,
NAA Abdelwahed,8,PDF,Sustainability,"The role of environment, business and human behavior towards entrepreneurial sustainability",ARTICLE,2022.0,,,,Manegement,
NAA Abdelwahed,2,PDF,Journal of Law and Â,Green Hrm Practices and Quality of Corporate Performance: the Avenues Towards Green Business,ARTICLE,2023.0,,,,Manegement,
NAA Abdelwahed,3,PDF,Journal of Law and Â,The predictive power of human resource practices in developing social entrepreneurship performance and sustainable business,ARTICLE,2023.0,,,,Manegement,
NAA Abdelwahed,0,PDF,International Journal of Â,"Unleashing potential: Islamic leadership's influence on employee performance via Islamic organizational values, organizational culture and work motivation",ARTICLE,2024.0,,,,Manegement,
NAA Abdelwahed,4,PDF,Sustainability,The empowerment of Saudi Arabian women through a multidimensional approach: the mediating roles of self-efficacy and family support,ARTICLE,2022.0,,,,Manegement,
NAA Abdelwahed,2,PDF,Safety,Factors impacting occupational safety among women engineers,CITATION,2023.0,,,,Manegement,
NAA Abdelwahed,0,PDF,Kybernetes,The predictive robustness of organizational and technological enablers towards blockchain technology adoption and financial performance,ARTICLE,2024.0,,,,Manegement,
NAA Abdelwahed,1,PDF,Journal of Law and Â,Entrepreneurial leadership and enterprise performance: A way out of sustainability,ARTICLE,2023.0,,,,Manegement,
NAA Abdelwahed,1,PDF,Sustainability,Examining the Impact of Marketing Motives and Concerns on User Satisfaction and Re-Purchase Intentions in a Sharing Economy,ARTICLE,2023.0,,,,Manegement,
NAA Abdelwahed,1,PDF,International Journal of Â,Digital technology and intentions to adopt digital e-health practices among health-care professionals,ARTICLE,2024.0,,,,Manegement,
NAA Abdelwahed,1,PDF,Journal of Law and Â,Examining the Role of Organizational Behavior and Leadership Styles Towards Employees' Performance in Petrochemical Companies in Saudi Arabia,ARTICLE,2023.0,,,,Manegement,
NAA Abdelwahed,1,PDF,Safety,The Impact of the Implementation of Safety Measures on Frontline Workers' Safety Accountability: A Saudi Arabian Case Study of a Well Intervention Business Model,ARTICLE,2022.0,,,,Manegement,
NAA Abdelwahed,2,PDF,The Journal of Modern Â,Female Talent Management Practices and Sustainable Firm Performance in Saudi Arabia: Building the Relationship Through Perceived Organizational Support,ARTICLE,2023.0,,,,Manegement,
